id	filename	md5	size	state
80b48a68-5fa9-4b6a-bc2e-e7aec45b879e	f6bd7191-a820-4d86-927a-b4b5f88ebd67.htseq.counts.gz	b34bde1b4c8d69594f12835d3d16d753	252651	validated
81228d13-ba42-4ecf-8960-e681fad62f6c	75546c1f-e923-443a-ad59-83d93737b898.htseq.counts.gz	20ab01fc2693421870d3ecf4c12cb3d4	252454	validated
82d7d3b5-85bc-46b9-b9cd-2bdeb279dc0f	cc133a8a-77ad-4570-852e-df72548c6897.htseq.counts.gz	435a535f7904090d6b97eb2eee7ed71e	255221	validated
830a7284-497c-4e7f-8106-e640a6d7c1c9	59f31be1-8904-4395-a968-8bc9f68b5160.htseq.counts.gz	a0618d41c310ca3377bfef7aad43e1ed	251016	validated
87a2bc8f-0534-4b2a-95a2-0177e050a2b7	82275c4f-5976-40e0-ac70-c74250de34ac.htseq.counts.gz	093b35930caea0616322f595abd61ccd	256442	validated
88e60c83-a8d4-43e7-b2f4-3b133bda1216	f144de50-6126-4912-9c94-824d1eb0fac5.htseq.counts.gz	f32ccd97bd6b0f0364a241aa2863cab4	250258	validated
88e82f02-956b-4d0a-a433-3aefbc870f10	f748bf78-4dc1-47ad-8611-8186479d3e4b.htseq.counts.gz	88bf677dfdd55662ee25ee82ba2735c8	254239	validated
897f4062-2b08-4d0d-99aa-c9a89589af92	6c73911d-8d0a-4a5a-9251-4ded7ea70fef.htseq.counts.gz	d41f8365e40307307275c77c52320f57	254378	validated
8f0e8147-63da-43bc-aa58-b22ba70d9cfc	136067dc-fde9-42e4-8488-d38c7e2d713c.htseq.counts.gz	2dd305027f6aceb1caf068e55e80972a	252869	validated
913df27c-6645-45cc-ada4-9c256a531181	fb65f821-92cb-402a-ad2f-d4044ca7de4d.htseq.counts.gz	a941f09158b2991e174fc2716412738c	251676	validated
9242197f-dadd-44c0-92a5-03702be726db	72824463-7699-45ab-82d1-6bd5467e88bc.htseq.counts.gz	6346ef396d6cd954396d9584440a06af	254026	validated
92f64f33-457b-439a-a4e5-15aed43be325	30ce3471-112b-426c-ab57-6c0ab8e85dd2.htseq.counts.gz	352759d59ad3828d97c6c9f84343486a	252300	validated
93f86103-e3d6-48f7-b76e-793c616a6d0d	44c3d518-14fa-4d63-b265-d7fc81c398e2.htseq.counts.gz	5bdf7e603074561b30eb803a8dbcb5b6	255323	validated
96c2395e-ed96-48b8-94f8-0f17888d38bd	d64765a8-65d1-4205-bc12-2a23e056d901.htseq.counts.gz	c6c481cc896a04e21bb7210a5c1c2e67	253781	validated
9a7c9567-5d22-4017-97bc-25300d2eac45	01188815-3676-4980-9cb8-7666169328f1.htseq.counts.gz	89b8ad7c2b56bd476bcd693dc81c4fce	248718	validated
9c29f0c5-2b12-4fb6-b19e-6669d099dc75	5047576e-f3de-4244-8f47-f78bc1c10c22.htseq.counts.gz	ee335edafbb7af0328515733ec46e26a	255965	validated
9cd68c86-7ecf-4add-bece-82354a7899a2	03094067-02d4-40c5-b6fa-bb5180dc7eab.htseq.counts.gz	3bb08f196e670e4f511fa1af485a4d99	246779	validated
9de9f612-0eda-43c0-9402-4dc785799e87	aeeb2bc3-c26d-4988-b4d6-425c7b2db8ae.htseq.counts.gz	aac2d09f25d88066949362dad3704ffd	250979	validated
a10e798f-10bf-4541-a6bf-caba799e5e2a	93efda82-e564-4f15-b733-e924a049234d.htseq.counts.gz	ec8971dbaae3c577b1375ad2b6e8f774	254202	validated
a2df4654-5030-46c6-98ce-c37c99128bd0	548f36c1-215a-4b7b-97fc-e9523f6aeb6d.htseq.counts.gz	b8a8f7d7a508e4c2aac1d22f77beb57b	251613	validated
a649b500-01df-402b-9961-d9c61a99a915	798e9f56-9964-4544-9d06-6a3aea20d0a6.htseq.counts.gz	5c2fba7871a3c1a05bfc45aaee15d616	253108	validated
a70a68fc-0953-4eb7-8c0c-f8f198947bcc	c4cadcbb-ae87-43a5-811c-6bedda1d1d8d.htseq.counts.gz	0ba111392c3f2119792afaa4662f2984	251055	validated
a8256ba2-611a-4b6e-9db4-cdd0490e647b	2eaa996b-267f-4c9c-a58e-d1759c27c46c.htseq.counts.gz	48a50f13ab39573a8983d2e209fa10b6	254870	validated
a97a08e2-1a18-4443-895a-aa8d9e0f897d	0143419f-2abe-4906-bb55-af6010fab05f.htseq.counts.gz	6c2ae0c909f94f223549f49b41f756e1	251854	validated
a9ffc7da-982c-4ac6-8b02-cee561fc8614	0726996d-62f2-4880-808c-cfe3361b4b42.htseq.counts.gz	2d127290c29c8c9836386fccbdea935e	252467	validated
ad9dcd6d-4613-4685-b3a6-2bbde16369f6	0aac5e42-7554-4949-8b90-c16528c71ef8.htseq.counts.gz	5995b6d90489962a2e06de25e76c8197	246459	validated
adce324b-0b32-4bb0-9a23-09409591bb3c	c48dcdef-8805-4887-bacc-e351613886a0.htseq.counts.gz	6965c70186a4b7ab2e66d975d2f5d014	254655	validated
ae882700-a227-49ae-bf46-dedcae548a09	4cd85f4f-162e-40a8-ab1d-4f6f562c68ff.htseq.counts.gz	ba5b2d2390e4cb10494f920d106c3ef2	254068	validated
af693732-aa1f-49a1-aa48-1d17079ccbbe	480de2f2-6f01-43e9-bc1b-77b8ec8451f5.htseq.counts.gz	e5e257804cbd0c8cb09732a4376c252a	258238	validated
af9061ac-7a1f-439f-8c73-c2cfef89244e	b490fdcb-d7ae-4473-93a5-eb332225b81b.htseq.counts.gz	90387ec0f543b3f89dc4e11d99184f0a	251117	validated
b11e1d51-1189-4e59-8381-a26955a0fc29	30de5f0b-3c3e-4120-b2bd-9204214341fc.htseq.counts.gz	574458d5fd6478b68912ddee1670e057	251225	validated
b2f87670-d9ef-4d0e-9832-fba02ba1336b	2e33a2c5-2196-49c4-866a-34b12d984c15.htseq.counts.gz	cd8bb20ab414fca61e168a6aca13a105	250729	validated
b4e0a111-6288-411a-9a47-8e72ad5b9358	f2389819-b8fc-460e-821c-01dba313cce1.htseq.counts.gz	e08977ca0962a7e673ef531e19386160	249484	validated
b53576ba-4212-4057-b8e5-f20b80679192	3de80dcb-4ff2-4125-b8e6-9e06ec1cd833.htseq.counts.gz	ae07bbbc615a3103a7fc5ed787599bd7	256127	validated
b5db657f-2eaf-4e0e-b4f9-f5f386aea040	c1f4dcd4-26b5-4b90-9564-44e03242e8e2.htseq.counts.gz	8a24be47078831438537bfd95de8216d	255444	validated
b62439be-c7d4-41b8-9099-1619ca2dc58f	a155ec07-2baf-404b-85bc-28330a8fee33.htseq.counts.gz	7bdb7a65dfb836b023c2ef54a4fa716f	249805	validated
b691cb10-daf1-4bf5-9571-249d9f8f5144	05f0ced5-6976-4f43-9be5-fddb3f550adf.htseq.counts.gz	fe564f446b6761b584e79ee7c7576c3a	255184	validated
b8ebf300-67a8-4d9e-a19a-f057d1f923a5	e8924790-8df6-40ed-be0d-2c74d8c2d974.htseq.counts.gz	f3b2850a62adaa99677b560d3da0bb24	255374	validated
b9344545-6eeb-4c77-b04e-154404642dee	1cc8603e-e8eb-4079-aef2-843329fd101f.htseq.counts.gz	816b535e7c0ab768af8f6e7d02982eb2	251930	validated
ba5cc9d6-4977-4945-81ea-41eb741ab6c5	0f426284-c121-4860-bb80-8df032b0dea8.htseq.counts.gz	38b8c6b78152df824d92e5420a806cb6	257105	validated
ba6e9e0f-74fc-4681-8a6c-4d69418845dc	d1356d85-5b29-4666-818c-b1f43bcdab3c.htseq.counts.gz	01ad0dd2025a34d51351dfde1429004a	256418	validated
bc422919-dffe-4adb-a79b-fc6bd37768a3	bf1aeca5-cab7-4e97-a788-402f16534e32.htseq.counts.gz	4ecc2eca2740cee22aca87c8e5887412	249284	validated
bcc9fa90-84fa-41f6-a642-3780eca23337	e1e6b7e8-884b-4074-93f7-1feba917f805.htseq.counts.gz	33588b0e27c8ec8c58e10d5b707102d4	251066	validated
c05681cf-f852-4591-8884-08b13be2cf9e	bb15d7d0-8705-49af-89e4-fc13c01de642.htseq.counts.gz	6dec16769e593f258b83bc7169ab3784	255071	validated
c0ffd2e9-b375-45b8-9891-98b53742f629	574df2fc-a608-49c5-8e83-f26d03ef8bb3.htseq.counts.gz	68827e064ac297d219b57fff83028db5	246215	validated
c107a66f-56fe-4eb2-95a6-7af6c2ff3628	fcd43085-7338-43fe-bc25-9d87b04e227f.htseq.counts.gz	a571e65e5f8a481ef7d47224f44c0d0c	258487	validated
c14646c9-5857-489e-94eb-d708abaa909f	939eeb3c-9c0b-431f-8020-7165ee19f068.htseq.counts.gz	4f26f060f7bde33fa7fa5bbc6f2732aa	251708	validated
c316c108-4a21-4455-b407-d0089e1a6d4a	c946ab0d-ddbd-42c8-9a72-6bc99b44438f.htseq.counts.gz	b48a34312b573e4ee66fd53b631ed369	250313	validated
c361df5a-029f-4b29-81d3-e7772a5a1602	b6d23de9-99bf-4412-b022-bab1332165bf.htseq.counts.gz	a7bcf7bedbf763e82ee5c23a4e909e8c	257864	validated
c58c0cac-b900-413a-8c46-75dac5954a92	c3a3b1ec-1d61-4afd-bf06-3a036894bf39.htseq.counts.gz	3b0347d756eabb40b888fbfd5253b283	253485	validated
c9b82d8b-e041-42c2-87ed-edb1603e3caa	0be94b2f-fccb-4482-b0ea-695c101aa65a.htseq.counts.gz	f76a5e12b824ce0c5dfba38c6f9e5dbf	243457	validated
cb839237-af7e-41c3-b203-385a5e948ed4	7051e52f-069d-48d5-966e-064a01bf2725.htseq.counts.gz	14efb2c17b57b00cc5275c7904ee3407	249395	validated
cbbe7734-9015-492a-99af-1d5b86ebb078	4c60111d-2526-41be-8d31-a6afae1593c5.htseq.counts.gz	e98732ce25e41156b524d869f3126db6	254092	validated
cc17c9c5-8634-4c26-93b1-72a203f24e68	b7971446-9682-4b03-b469-797d5efb2412.htseq.counts.gz	0169f9b4ef57cc27e4079b258803267f	256693	validated
cc567a0e-6a5d-4952-be70-ed02a0c3ff39	b6aa34d6-2b02-4317-8361-79536c7cb4e6.htseq.counts.gz	b3fb51ce009da2418fce2923e3618a14	244173	validated
cdd641a6-529d-44c5-809e-ebc149ed6d95	69675771-14b4-4edf-bbda-63c38051ca1c.htseq.counts.gz	0f4b2f8c23c60c391b970ae1bcd6c12b	253381	validated
cdf204e6-e128-43a6-b893-3727c05869d7	6020245b-2956-46cf-9048-fbc09709ab22.htseq.counts.gz	dfe6eb9ff5efe87d5cfc7f159f173b17	256230	validated
d257277b-072f-4b6c-bead-07332de2a533	49895f4a-72ac-4d5e-ba56-8c8bb5de4758.htseq.counts.gz	661f22b698d45a10f6c00e420c6a2fbd	253547	validated
d2574676-295f-41af-ad76-77524c1b35cd	844f025f-f7f5-443a-8c4f-855bfe6c212e.htseq.counts.gz	8e07b21c1477541a6a2e15227d1c7102	250433	validated
d2830489-6b15-4922-98ac-d837f0be084e	f9f63982-b0ee-4cb8-8de5-f885d82137f0.htseq.counts.gz	4fe4ecb217fc6558347e2cca39322100	251292	validated
